1, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:allay, 5, 1, 1
292, forest, regions_unexplored:autumnal_maple_forest, MONSTER, iceandfire:troll, 4, 1, 1
293, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
294, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
295, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
296, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
297, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
298, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
299, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
300, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
301, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
302, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
303, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
304, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
305, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
306, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
307, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
308, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
309, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
310, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
311, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
312, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
313, forest, regions_unexplored:autumnal_maple_forest, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
314, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
315, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, mowziesmobs:lantern, 10, 2, 4
316, savanna, minecraft:badlands, CREATURE, minecraft:chicken, 15, 2, 4
317, savanna, minecraft:badlands, CREATURE, minecraft:cow, 20, 2, 4
318, savanna, minecraft:badlands, CREATURE, minecraft:donkey, 10, 2, 3
319, savanna, minecraft:badlands, CREATURE, minecraft:horse, 15, 2, 4
320, savanna, minecraft:badlands, CREATURE, minecraft:pig, 15, 2, 4
321, savanna, minecraft:badlands, CREATURE, alexsmobs:gazelle, 25, 2, 3
322, savanna, minecraft:badlands, CREATURE, alexsmobs:raccoon, 10, 2, 3
323, savanna, minecraft:badlands, CREATURE, alexsmobs:elephant, 15, 1, 2
324, savanna, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 3, 5
325, savanna, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 10, 2, 3
326, savanna, minecraft:badlands, CREATURE, alexsmobs:rhinoceros, 5, 1, 2
327, savanna, minecraft:badlands, CREATURE, iceandfire:cockatrice, 5, 1, 1
328, savanna, minecraft:badlands, CREATURE, legendarycreatures:wisp, 10, 2, 3
329, savanna, minecraft:badlands, AMBIENT, alexsmobs:fly, 15, 3, 5
330, savanna, minecraft:badlands, MONSTER, minecraft:creeper, 10, 2, 3
331, savanna, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 2
332, savanna, minecraft:badlands, MONSTER, minecraft:skeleton, 15, 3, 5
333, savanna, minecraft:badlands, MONSTER, minecraft:spider, 10, 2, 3
334, savanna, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 2
335, savanna, minecraft:badlands, MONSTER, minecraft:zombie, 20, 3, 5
336, savanna, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 2, 3
337, savanna, minecraft:badlands, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
338, savanna, minecraft:badlands, MONSTER, graveyard:nightmare, 5, 1, 2
339, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
340, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 2, 3
341, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 3, 5
342, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
343, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
344, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
345, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
346, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
347, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
348, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
349, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 2, 3
350, savanna, minecraft:badlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
351, savanna, minecraft:badlands, MONSTER, endermanoverhaul:savanna_enderman, 5, 1, 2
352, savanna, minecraft:badlands, alexsmobs:rocky_roller, MONSTER, 10, 1, 1
353, savanna, minecraft:badlands, endermanoverhaul:badlands_enderman, MONSTER, 10, 2, 2
354, savanna, minecraft:badlands, creeperoverhaul:badlands_creeper, MONSTER, 10, 2, 2

355, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:allay, 5, 1, 1
356, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:bee, 15, 2, 4
357, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 25, 2, 4
358, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:cow, 20, 2, 3
359, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:donkey, 5, 1, 2
360, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:horse, 5, 1, 2
361, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:mooshroom, 2, 1, 1
362, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:mule, 5, 1, 1
363, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 25, 2, 4
364, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:rabbit, 15, 2, 3
365, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:sheep, 25, 2, 4
366, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:wolf, 15, 2, 3
367, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
368, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:hummingbird, 15, 2, 3
369, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:raccoon, 10, 2, 3
370, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:crow, 10, 1, 3
371, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
372, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:bunfungus, 5, 1, 2
373, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
374, forest, regions_unexplored:bamboo_forest, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
375, forest, regions_unexplored:bamboo_forest, CREATURE, legendarycreatures:hound, 150, 1, 2
376, forest, regions_unexplored:bamboo_forest, CREATURE, legendarycreatures:wisp, 10, 2, 3
377, forest, regions_unexplored:bamboo_forest, CREATURE, iceandfire:pixie, 10, 2, 3
378, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:silverfish, 6, 1, 3
379, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:creeper, 20, 1, 2
380, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:enderman, 10, 1, 1
381, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:pillager, 5, 1, 2
382, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:skeleton, 10, 1, 2
383, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:spider, 10, 1, 2
384, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:witch, 6, 1, 1
385, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie, 20, 1, 2
386, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
387, forest, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
388, forest, regions_unexplored:bamboo_forest, MONSTER, graveyard:reaper, 6, 1, 1
389, forest, regions_unexplored:bamboo_forest, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
390, forest, regions_unexplored:bamboo_forest, MONSTER, graveyard:ghoul, 10, 1, 2
391, forest, regions_unexplored:bamboo_forest, MONSTER, graveyard:revenant, 10, 1, 2
392, forest, regions_unexplored:bamboo_forest, MONSTER, graveyard:wraith, 6, 1, 1
393, forest, regions_unexplored:bamboo_forest, MONSTER, graveyard:nightmare, 4, 1, 1
394, forest, regions_unexplored:bamboo_forest, MONSTER, iceandfire:troll, 4, 1, 1
395, forest, regions_unexplored:bamboo_forest, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
396, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
397, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
398, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
399, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
400, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
401, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
402, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
403, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
404, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
405, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
406, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
407, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
408, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
409, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
410, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
411, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
412, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
413, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
414, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
415, forest, regions_unexplored:bamboo_forest, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
416, forest, regions_unexplored:bamboo_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
417, forest, regions_unexplored:bamboo_forest, AMBIENT, mowziesmobs:lantern, 10, 2, 4
418, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 20, 2, 4
419, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 15, 2, 3
420, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:donkey, 1, 1, 2
421, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:frog, 14, 3, 5
422, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:ocelot, 35, 2, 4
423, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 10, 2, 3
424, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 15, 2, 4
425, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:gorilla, 10, 2, 3
426, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:capuchin_monkey, 15, 2, 3
427, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:crow, 10, 2, 3
428, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 15, 1, 2
429, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:toucan, 15, 2, 4
430, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:anaconda, 5, 1, 2
431, jungle, minecraft:bamboo_jungle, CREATURE, legendarycreatures:wisp, 10, 1, 1
432, jungle, minecraft:bamboo_jungle, CREATURE, legendarycreatures:peacock_spider, 2, 1, 1
433, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 10, 2, 3
434, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 2
435, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 10, 2, 3
436, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 10, 2, 3
437, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 2
438, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 15, 2, 4
439, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 2, 3
440, jungle, minecraft:bamboo_jungle, MONSTER, graveyard:revenant, 5, 1, 2
441, jungle, minecraft:bamboo_jungle, MONSTER, graveyard:nightmare, 5, 1, 2
442, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
443, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
444, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 3, 5
445, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
446, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
447, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_clown, 5, 2, 3
448, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
449, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 2, 3
450, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
451, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
452, jungle, minecraft:bamboo_jungle, MONSTER, call_of_yucutan:mitnal_monkey, 10, 2, 3
453, jungle, minecraft:bamboo_jungle, MONSTER, call_of_yucutan:undead_warrior, 5, 1, 2
454, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:foliaath, 20, 1, 3
455, jungle, minecraft:bamboo_jungle, creeperoverhaul:bamboo_creeper, MONSTER, 10, 2, 2

456, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:chicken, 15, 2, 4
457, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:cow, 20, 2, 4
458, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:donkey, 10, 2, 3
459, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:horse, 15, 2, 4
460, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 15, 2, 4
461, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:gazelle, 25, 2, 3
462, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:raccoon, 10, 2, 3
463, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:elephant, 15, 1, 2
464, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:emu, 20, 3, 5
465, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:kangaroo, 10, 2, 3
466, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:rhinoceros, 5, 1, 2
467, savanna, regions_unexplored:baobab_savanna, CREATURE, iceandfire:cockatrice, 5, 1, 1
468, savanna, regions_unexplored:baobab_savanna, CREATURE, legendarycreatures:wisp, 10, 2, 3
469, savanna, regions_unexplored:baobab_savanna, AMBIENT, alexsmobs:fly, 15, 3, 5
470, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:creeper, 10, 2, 3
471, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:enderman, 5, 1, 2
472, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:skeleton, 15, 3, 5
473, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:spider, 10, 2, 3
474, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:witch, 5, 1, 2
475, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie, 20, 3, 5
476, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie_villager, 10, 2, 3
477, savanna, regions_unexplored:baobab_savanna, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
478, savanna, regions_unexplored:baobab_savanna, MONSTER, graveyard:nightmare, 5, 1, 2
479, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
480, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 2, 3
481, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 3, 5
482, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
483, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
484, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
485, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
486, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
487, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
488, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
489, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 2, 3
490, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
491, savanna, regions_unexplored:baobab_savanna, MONSTER, endermanoverhaul:savanna_enderman, 5, 1, 2
492, none, regions_unexplored:barley_fields, CREATURE, minecraft:chicken, 30, 2, 4
493, none, regions_unexplored:barley_fields, CREATURE, minecraft:cow, 25, 2, 3
494, none, regions_unexplored:barley_fields, CREATURE, minecraft:donkey, 10, 1, 2
495, none, regions_unexplored:barley_fields, CREATURE, minecraft:horse, 10, 2, 3
496, none, regions_unexplored:barley_fields, CREATURE, minecraft:mule, 5, 1, 1
497, none, regions_unexplored:barley_fields, CREATURE, minecraft:pig, 30, 2, 4
498, none, regions_unexplored:barley_fields, CREATURE, minecraft:rabbit, 15, 2, 3
499, none, regions_unexplored:barley_fields, CREATURE, minecraft:sheep, 25, 2, 4
500, none, regions_unexplored:barley_fields, CREATURE, alexsmobs:raccoon, 10, 1, 1
501, none, regions_unexplored:barley_fields, CREATURE, alexsmobs:crow, 15, 1, 1
502, none, regions_unexplored:barley_fields, CREATURE, alexsmobs:bison, 10, 1, 2
503, none, regions_unexplored:barley_fields, CREATURE, iceandfire:cyclops, 2, 1, 1
504, none, regions_unexplored:barley_fields, CREATURE, legendarycreatures:hound, 10, 1, 1
505, none, regions_unexplored:barley_fields, CREATURE, legendarycreatures:wisp, 4, 1, 1
506, none, regions_unexplored:barley_fields, MONSTER, minecraft:creeper, 20, 1, 2
507, none, regions_unexplored:barley_fields, MONSTER, minecraft:enderman, 10, 1, 1
508, none, regions_unexplored:barley_fields, MONSTER, minecraft:skeleton, 30, 1, 2
509, none, regions_unexplored:barley_fields, MONSTER, minecraft:spider, 20, 1, 2
510, none, regions_unexplored:barley_fields, MONSTER, minecraft:vindicator, 10, 1, 2
511, none, regions_unexplored:barley_fields, MONSTER, minecraft:witch, 10, 1, 2
512, none, regions_unexplored:barley_fields, MONSTER, minecraft:zombie, 30, 2, 3
